sample_id,gsm,sample,timepoint,CD4.Naive,B.Cell,CD4.Memory,CD8.Memory,NK,Late.Erythrocyte,CD8.Naive,CD8.Effector,Pre.B.Cell,Early.Erythrocyte,GMP,Plasma,pDC,CLP,HSC,Progenitor,Unknown,Monocytes,CD16.Monocytes,cDC,Early.Basophil
AML28_REM,GSM7494313,AML28,REM,0.102,0.0,0.13,0.074,0.056,0.036,0.004,0.082,0.008,0.12,0.026,0.0,0.03,0.002,0.012,0.006,0.0,0.27,0.008,0.034,0.0
AML14_DX,GSM7494314,AML14,DX,0.13212795549374132,0.14325452016689846,0.09040333796940195,0.13073713490959665,0.1404728789986092,0.13908205841446453,0.012517385257301807,0.03616133518776078,0.0,0.03616133518776078,0.01808066759388039,0.005563282336578581,0.0,0.0013908205841446453,0.0013908205841446453,0.04172461752433936,0.0,0.06675938803894298,0.004172461752433936,0.0,0.0
AML14_REM,GSM7494315,AML14,REM,0.02695595003287311,0.0006574621959237344,0.022353714661406968,0.03944773175542406,0.009861932938856016,0.4148586456278764,0.013149243918474688,0.006574621959237344,0.0019723865877712033,0.06443129520052597,0.03879026955950033,0.01972386587771203,0.036817882971729124,0.01051939513477975,0.02827087442472058,0.011834319526627219,0.0,0.22024983563445102,0.015121630506245891,0.014464168310322156,0.0039447731755424065
AML25_DX,GSM7494316,AML25,DX,0.4307178631051753,0.13856427378964942,0.12186978297161936,0.0667779632721202,0.10517529215358931,0.00667779632721202,0.05342237061769616,0.041736227045075125,0.0,0.01669449081803005,0.001669449081803005,0.0,0.001669449081803005,0.001669449081803005,0.011686143572621035,0.0,0.0,0.001669449081803005,0.0,0.0,0.0
AML25_REL,GSM7494317,AML25,REL,0.09790794979079498,0.09539748953974896,0.049372384937238493,0.06443514644351464,0.03933054393305439,0.42845188284518826,0.048535564853556486,0.028451882845188285,0.11046025104602511,0.012552301255230125,0.0033472803347280333,0.0,0.0016736401673640166,0.009205020920502092,0.0008368200836820083,0.0100418410041841,0.0,0.0,0.0,0.0,0.0
AML25_REM,GSM7494318,AML25,REM,0.13872104733131924,0.0022658610271903325,0.059415911379657606,0.036505538771399795,0.0377643504531722,0.26586102719033233,0.02416918429003021,0.02240684793554884,0.0017623363544813696,0.01283987915407855,0.03121852970795569,0.00025176233635448137,0.028197381671701913,0.0256797583081571,0.01787512588116818,0.007804632426988922,0.0027693856998992953,0.23992950654582074,0.021399798590130917,0.022658610271903322,0.0005035246727089627
AML26_DX,GSM7494319,AML26,DX,0.18115942028985507,0.18115942028985507,0.09782608695652174,0.10144927536231885,0.13043478260869565,0.13768115942028986,0.028985507246376812,0.03260869565217391,0.0036231884057971015,0.007246376811594203,0.010869565217391304,0.014492753623188406,0.0,0.010869565217391304,0.014492753623188406,0.014492753623188406,0.0,0.03260869565217391,0.0,0.0,0.0
AML26_REL,GSM7494320,AML26,REL,0.08734939759036145,0.20481927710843373,0.13253012048192772,0.2680722891566265,0.14759036144578314,0.05120481927710843,0.0391566265060241,0.03614457831325301,0.0030120481927710845,0.006024096385542169,0.015060240963855422,0.0,0.0,0.0,0.0,0.0030120481927710845,0.0,0.0,0.006024096385542169,0.0,0.0
AML26_REM,GSM7494321,AML26,REM,0.17408637873754154,0.000664451827242525,0.05083056478405316,0.05514950166112957,0.05083056478405316,0.17308970099667775,0.026578073089700997,0.022591362126245847,0.008305647840531562,0.010299003322259137,0.05514950166112957,0.0019933554817275745,0.022259136212624583,0.018604651162790697,0.003654485049833887,0.009302325581395349,0.0033222591362126247,0.25681063122923586,0.03820598006644518,0.017940199335548173,0.0003322259136212625
AML19_DX,GSM7494322,AML19,DX,0.36153846153846153,0.2230769230769231,0.08461538461538462,0.06538461538461539,0.13076923076923078,0.0038461538461538464,0.08846153846153847,0.04230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AML19_REL,GSM7494323,AML19,REL,0.2168141592920354,0.1902654867256637,0.084070796460177,0.035398230088495575,0.05088495575221239,0.11061946902654868,0.0752212389380531,0.004424778761061947,0.1747787610619469,0.0,0.0,0.004424778761061947,0.0,0.04424778761061947,0.0,0.0,0.00663716814159292,0.0,0.0022123893805309734,0.0,0.0
AML18_DX,GSM7494324,AML18,DX,0.4007936507936508,0.14484126984126985,0.08928571428571429,0.03373015873015873,0.031746031746031744,0.003968253968253968,0.14484126984126985,0.00992063492063492,0.011904761904761904,0.01984126984126984,0.003968253968253968,0.06547619047619048,0.0,0.001984126984126984,0.0,0.0,0.0,0.0,0.0,0.0,0.037698412698412696
AML18_REL,GSM7494325,AML18,REL,0.10172626387176326,0.6411837237977805,0.04130702836004932,0.036374845869297165,0.06165228113440197,0.058569667077681874,0.010480887792848335,0.018495684340320593,0.02651048088779285,0.0,0.0018495684340320592,0.0006165228113440197,0.0,0.0,0.0,0.0,0.0012330456226880395,0.0,0.0,0.0,0.0
AML12_DX,GSM7494326,AML12,DX,0.14084507042253522,0.352112676056338,0.17370892018779344,0.03286384976525822,0.1784037558685446,0.018779342723004695,0.03286384976525822,0.03286384976525822,0.014084507042253521,0.0,0.009389671361502348,0.0,0.0,0.0,0.004694835680751174,0.004694835680751174,0.004694835680751174,0.0,0.0,0.0,0.0
